pokedex_number,name,generation,is_legendary,classification,type1,type2,height_m,weight_kg,ability_1,ability_2,ability_hidden,base_total,hp,attack,defense,sp_attack,sp_defense,speed,capture_rate,base_happiness,experience_growth,percentage_male,base_egg_steps
493,Arceus,4,1,Alpha Pokémon,Normal,,3.2,320,Multitype,,,720,120,120,120,120,120,120,3,0,1250000,Genderless,30720
494,Victini,5,1,Victory Pokémon,Psychic,Fire,0.4,4,Victory Star,,,600,100,100,100,100,100,100,3,100,1250000,Genderless,30720
495,Snivy,5,0,Grass Snake Pokémon,Grass,,0.6,8.1,Overgrow,,Contrary,308,45,45,55,45,55,63,45,70,1059860,88.1,5120
496,Servine,5,0,Grass Snake Pokémon,Grass,,0.8,16,Overgrow,,Contrary,413,60,60,75,60,75,83,45,70,1059860,88.1,5120
497,Serperior,5,0,Regal Pokémon,Grass,,3.3,63,Overgrow,,Contrary,528,75,75,95,75,95,113,45,70,1059860,88.1,5120
498,Tepig,5,0,Fire Pig Pokémon,Fire,,0.5,9.9,Blaze,,Thick Fat,308,65,63,45,45,45,45,45,70,1059860,88.1,5120
499,Pignite,5,0,Fire Pig Pokémon,Fire,Fighting,1,55.5,Blaze,,Thick Fat,418,90,93,55,70,55,55,45,70,1059860,88.1,5120
500,Emboar,5,0,Mega Fire Pig Pokémon,Fire,Fighting,1.6,150,Blaze,,Reckless,528,110,123,65,100,65,65,45,70,1059860,88.1,5120
501,Oshawott,5,0,Sea Otter Pokémon,Water,,0.5,5.9,Torrent,,Shell Armor,308,55,55,45,63,45,45,45,70,1059860,88.1,5120
502,Dewott,5,0,Discipline Pokémon,Water,,0.8,24.5,Torrent,,Shell Armor,413,75,75,60,83,60,60,45,70,1059860,88.1,5120
503,Samurott,5,0,Formidable Pokémon,Water,,1.5,94.6,Torrent,,Shell Armor,528,95,100,85,108,70,70,45,70,1059860,88.1,5120
504,Patrat,5,0,Scout Pokémon,Normal,,0.5,11.6,Run Away,Keen Eye,Analytic,255,45,55,39,35,39,42,255,70,1000000,50,3840
505,Watchog,5,0,Lookout Pokémon,Normal,,1.1,27,Illuminate,Keen Eye,Analytic,420,60,85,69,60,69,77,255,70,1000000,50,5120
506,Lillipup,5,0,Puppy Pokémon,Normal,,0.4,4.1,Vital Spirit,Pickup,Run Away,275,45,60,45,25,45,55,255,70,1059860,50,3840
507,Herdier,5,0,Loyal Dog Pokémon,Normal,,0.9,14.7,Intimidate,Sand Rush,Scrappy,370,65,80,65,35,65,60,120,70,1059860,50,3840
508,Stoutland,5,0,Big-Hearted Pokémon,Normal,,1.2,61,Intimidate,Sand Rush,Scrappy,500,85,110,90,45,90,80,45,70,1059860,50,3840
509,Purrloin,5,0,Devious Pokémon,Dark,,0.4,10.1,Limber,Unburden,Prankster,281,41,50,37,50,37,66,255,70,1000000,50,5120
510,Liepard,5,0,Cruel Pokémon,Dark,,1.1,37.5,Limber,Unburden,Prankster,446,64,88,50,88,50,106,90,70,1000000,50,5120
511,Pansage,5,0,Grass Monkey Pokémon,Grass,,0.6,10.5,Gluttony,,Overgrow,316,50,53,48,53,48,64,190,70,1000000,88.1,5120
512,Simisage,5,0,Thorn Monkey Pokémon,Grass,,1.1,30.5,Gluttony,,Overgrow,498,75,98,63,98,63,101,75,70,1000000,88.1,5120
513,Pansear,5,0,High Temp Pokémon,Fire,,0.6,11,Gluttony,,Blaze,316,50,53,48,53,48,64,190,70,1000000,88.1,5120
514,Simisear,5,0,Ember Pokémon,Fire,,1,28,Gluttony,,Blaze,498,75,98,63,98,63,101,75,70,1000000,88.1,5120
515,Panpour,5,0,Spray Pokémon,Water,,0.6,13.5,Gluttony,,Torrent,316,50,53,48,53,48,64,190,70,1000000,88.1,5120
516,Simipour,5,0,Geyser Pokémon,Water,,1,29,Gluttony,,Torrent,498,75,98,63,98,63,101,75,70,1000000,88.1,5120
517,Munna,5,0,Dream Eater Pokémon,Psychic,,0.6,23.3,Forewarn,Synchronize,Telepathy,292,76,25,45,67,55,24,190,70,800000,50,2560
518,Musharna,5,0,Drowsing Pokémon,Psychic,,1.1,60.5,Forewarn,Synchronize,Telepathy,487,116,55,85,107,95,29,75,70,800000,50,2560
519,Pidove,5,0,Tiny Pigeon Pokémon,Normal,Flying,0.3,2.1,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,255,70,1059860,50,3840
520,Tranquill,5,0,Wild Pigeon Pokémon,Normal,Flying,0.6,15,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,120,70,1059860,50,3840
521,Unfezant,5,0,Proud Pokémon,Normal,Flying,1.2,29,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,45,70,1059860,50,3840
522,Blitzle,5,0,Electrified Pokémon,Electric,,0.8,29.8,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,190,70,1000000,50,5120
523,Zebstrika,5,0,Thunderbolt Pokémon,Electric,,1.6,79.5,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,75,70,1000000,50,5120
524,Roggenrola,5,0,Mantle Pokémon,Rock,,0.4,18,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,255,70,1059860,50,3840
525,Boldore,5,0,Ore Pokémon,Rock,,0.9,102,Sturdy,Weak Armor,Sand Force,390,70,105,105,50,40,20,120,70,1059860,50,3840
526,Gigalith,5,0,Compressed Pokémon,Rock,,1.7,260,Sturdy,Sand Stream,Sand Force,515,85,135,130,60,80,25,45,70,1059860,50,3840
527,Woobat,5,0,Bat Pokémon,Psychic,Flying,0.4,2.1,Unaware,Klutz,Simple,323,65,45,43,55,43,72,190,70,1000000,50,3840
528,Swoobat,5,0,Courting Pokémon,Psychic,Flying,0.9,10.5,Unaware,Klutz,Simple,425,67,57,55,77,55,114,45,70,1000000,50,3840
529,Drilbur,5,0,Mole Pokémon,Ground,,0.3,8.5,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,120,70,1000000,50,5120
530,Excadrill,5,0,Subterrene Pokémon,Ground,Steel,0.7,40.4,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,60,70,1000000,50,5120
531,Audino,5,0,Hearing Pokémon,Normal,,1.1,31,Healer,Regenerator,Klutz,445,103,60,86,60,86,50,255,70,800000,50,5120
532,Timburr,5,0,Muscular Pokémon,Fighting,,0.6,12.5,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35,180,70,1059860,75.4,5120
533,Gurdurr,5,0,Muscular Pokémon,Fighting,,1.2,40,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40,90,70,1059860,75.4,5120
534,Conkeldurr,5,0,Muscular Pokémon,Fighting,,1.4,87,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45,45,70,1059860,75.4,5120
535,Tympole,5,0,Tadpole Pokémon,Water,,0.5,4.5,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64,255,70,1059860,50,5120
536,Palpitoad,5,0,Vibration Pokémon,Water,Ground,0.8,17,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,120,70,1059860,50,5120
537,Seismitoad,5,0,Vibration Pokémon,Water,Ground,1.5,62,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,45,70,1059860,50,5120
538,Throh,5,0,Judo Pokémon,Fighting,,1.3,55.5,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,45,70,1000000,100,5120
539,Sawk,5,0,Karate Pokémon,Fighting,,1.4,51,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45,70,1000000,100,5120
540,Sewaddle,5,0,Sewing Pokémon,Bug,Grass,0.3,2.5,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255,70,1059860,50,3840
541,Swadloon,5,0,Leaf-Wrapped Pokémon,Bug,Grass,0.5,7.3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,120,70,1059860,50,3840
542,Leavanny,5,0,Nurturing Pokémon,Bug,Grass,1.2,20.5,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,45,70,1059860,50,3840
543,Venipede,5,0,Centipede Pokémon,Bug,Poison,0.4,5.3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,255,70,1059860,50,3840
544,Whirlipede,5,0,Curlipede Pokémon,Bug,Poison,1.2,58.5,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,120,70,1059860,50,3840
545,Scolipede,5,0,Megapede Pokémon,Bug,Poison,2.5,200.5,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,45,70,1059860,50,5120
546,Cottonee,5,0,Cotton Puff Pokémon,Grass,Fairy,0.3,0.6,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,190,70,1000000,50,5120
547,Whimsicott,5,0,Windveiled Pokémon,Grass,Fairy,0.7,6.6,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,75,70,1000000,50,5120
548,Petilil,5,0,Bulb Pokémon,Grass,,0.5,6.6,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,190,70,1000000,0,5120
549,Lilligant,5,0,Flowering Pokémon,Grass,,1.1,16.3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,75,70,1000000,0,5120
550,Basculin Red-Striped Form,5,0,Hostile Pokémon,Water,,1,18,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,1000000,50,10240
550,Basculin Blue-Striped Form,5,0,Hostile Pokémon,Water,,1,18,Rock Head,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,1000000,50,10240
551,Sandile,5,0,Desert Croc Pokémon,Ground,Dark,0.7,15.2,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,180,70,1059860,50,5120
552,Krokorok,5,0,Desert Croc Pokémon,Ground,Dark,1,33.4,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,90,70,1059860,50,5120
553,Krookodile,5,0,Intimidation Pokémon,Ground,Dark,1.5,96.3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,45,70,1059860,50,5120
554,Darumaka,5,0,Zen Charm Pokémon,Fire,,0.6,37.5,Hustle,,Inner Focus,315,70,90,45,15,45,50,120,70,1059860,50,5120
555,Darmanitan,5,0,Blazing Pokémon,Fire,,1.3,92.9,Sheer Force,,Zen Mode,480,105,140,55,30,55,95,60,70,1059860,50,5120
556,Maractus,5,0,Cactus Pokémon,Grass,,1,28,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,255,70,1000000,50,5120
557,Dwebble,5,0,Rock Inn Pokémon,Bug,Rock,0.3,14.5,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,190,70,1000000,50,5120
558,Crustle,5,0,Stone Home Pokémon,Bug,Rock,1.4,200,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,75,70,1000000,50,5120
559,Scraggy,5,0,Shedding Pokémon,Dark,Fighting,0.6,11.8,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,180,35,1000000,50,3840
560,Scrafty,5,0,Hoodlum Pokémon,Dark,Fighting,1.1,30,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,90,70,1000000,50,3840
561,Sigilyph,5,0,Avianoid Pokémon,Psychic,Flying,1.4,14,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,45,70,1000000,50,5120
562,Yamask,5,0,Spirit Pokémon,Ghost,,0.5,1.5,Mummy,,,303,38,30,85,55,65,30,190,70,1000000,50,6400
563,Cofagrigus,5,0,Coffin Pokémon,Ghost,,1.7,76.5,Mummy,,,483,58,50,145,95,105,30,90,70,1000000,50,6400
564,Tirtouga,5,0,Prototurtle Pokémon,Water,Rock,0.7,16.5,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,45,70,1000000,88.1,7680
565,Carracosta,5,0,Prototurtle Pokémon,Water,Rock,1.2,81,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,45,70,1000000,88.1,7680
566,Archen,5,0,First Bird Pokémon,Rock,Flying,0.5,9.5,Defeatist,,,401,55,112,45,74,45,70,45,70,1000000,88.1,7680
567,Archeops,5,0,First Bird Pokémon,Rock,Flying,1.4,32,Defeatist,,,567,75,140,65,112,65,110,45,70,1000000,88.1,7680
568,Trubbish,5,0,Trash Bag Pokémon,Poison,,0.6,31,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,190,70,1000000,50,5120
569,Garbodor,5,0,Trash Heap Pokémon,Poison,,1.9,107.3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,60,70,1000000,50,5120
570,Zorua,5,0,Tricky Fox Pokémon,Dark,,0.7,12.5,Illusion,,,330,40,65,40,80,40,65,75,70,1059860,88.1,6400
571,Zoroark,5,0,Illusion Fox Pokémon,Dark,,1.6,81.1,Illusion,,,510,60,105,60,120,60,105,45,70,1059860,88.1,5120
572,Minccino,5,0,Chinchilla Pokémon,Normal,,0.4,5.8,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,255,70,800000,24.6,3840
573,Cinccino,5,0,Scarf Pokémon,Normal,,0.5,7.5,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,60,70,800000,24.6,3840
574,Gothita,5,0,Fixation Pokémon,Psychic,,0.4,5.8,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,200,70,1059860,24.6,5120
575,Gothorita,5,0,Manipulate Pokémon,Psychic,,0.7,18,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,100,70,1059860,24.6,5120
576,Gothitelle,5,0,Astral Body Pokémon,Psychic,,1.5,44,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,50,70,1059860,24.6,5120
577,Solosis,5,0,Cell Pokémon,Psychic,,0.3,1,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,200,70,1059860,50,5120
578,Duosion,5,0,Mitosis Pokémon,Psychic,,0.6,8,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,100,70,1059860,50,5120
579,Reuniclus,5,0,Multiplying Pokémon,Psychic,,1,20.1,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30,50,70,1059860,50,5120
580,Ducklett,5,0,Water Bird Pokémon,Water,Flying,0.5,5.5,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55,190,70,1000000,50,5120
581,Swanna,5,0,White Bird Pokémon,Water,Flying,1.3,24.2,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98,45,70,1000000,50,5120
582,Vanillite,5,0,Fresh Snow Pokémon,Ice,,0.4,5.7,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44,255,70,1250000,50,5120
583,Vanillish,5,0,Icy Snow Pokémon,Ice,,1.1,41,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59,120,70,1250000,50,5120
584,Vanilluxe,5,0,Snowstorm Pokémon,Ice,,1.3,57.5,Ice Body,Snow Warning,Weak Armor,535,71,95,85,110,95,79,45,70,1250000,50,5120
585,Deerling,5,0,Season Pokémon,Normal,Grass,0.6,19.5,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75,190,70,1000000,50,5120
586,Sawsbuck,5,0,Season Pokémon,Normal,Grass,1.9,92.5,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95,75,70,1000000,50,5120
587,Emolga,5,0,Sky Squirrel Pokémon,Electric,Flying,0.4,5,Static,,Motor Drive,428,55,75,60,75,60,103,200,70,1000000,50,5120
588,Karrablast,5,0,Clamping Pokémon,Bug,,0.5,5.9,Swarm,Shed Skin,No Guard,315,50,75,45,40,45,60,200,70,1000000,50,3840
589,Escavalier,5,0,Cavalry Pokémon,Bug,Steel,1,33,Swarm,Shell Armor,Overcoat,495,70,135,105,60,105,20,75,70,1000000,50,3840
590,Foongus,5,0,Mushroom Pokémon,Grass,Poison,0.2,1,Effect Spore,,Regenerator,294,69,55,45,55,55,15,190,70,1000000,50,5120
591,Amoonguss,5,0,Mushroom Pokémon,Grass,Poison,0.6,10.5,Effect Spore,,Regenerator,464,114,85,70,85,80,30,75,70,1000000,50,5120
592,Frillish,5,0,Floating Pokémon,Water,Ghost,1.2,33,Water Absorb,Cursed Body,Damp,335,55,40,50,65,85,40,190,70,1000000,50,5120
593,Jellicent,5,0,Floating Pokémon,Water,Ghost,2.2,135,Water Absorb,Cursed Body,Damp,480,100,60,70,85,105,60,60,70,1000000,50,5120
594,Alomomola,5,0,Caring Pokémon,Water,,1.2,31.6,Healer,Hydration,Regenerator,470,165,75,80,40,45,65,75,70,800000,50,10240
595,Joltik,5,0,Attaching Pokémon,Bug,Electric,0.1,0.6,Compound Eyes,Unnerve,Swarm,319,50,47,50,57,50,65,190,70,1000000,50,5120
596,Galvantula,5,0,EleSpider Pokémon,Bug,Electric,0.8,14.3,Compound Eyes,Unnerve,Swarm,472,70,77,60,97,60,108,75,70,1000000,50,5120
597,Ferroseed,5,0,Thorn Seed Pokémon,Grass,Steel,0.6,18.8,Iron Barbs,,Anticipation,305,44,50,91,24,86,10,255,70,1000000,50,5120
598,Ferrothorn,5,0,Thorn Pod Pokémon,Grass,Steel,1,110,Iron Barbs,,Anticipation,489,74,94,131,54,116,20,90,70,1000000,50,5120
599,Klink,5,0,Gear Pokémon,Steel,,0.3,21,Plus,Minus,Clear Body,300,40,55,70,45,60,30,130,70,1059860,Genderless,5120
600,Klang,5,0,Gear Pokémon,Steel,,0.6,51,Plus,Minus,Clear Body,440,60,80,95,70,85,50,60,70,1059860,Genderless,5120
601,Klinklang,5,0,Gear Pokémon,Steel,,0.6,81,Plus,Minus,Clear Body,520,60,100,115,70,85,90,30,70,1059860,Genderless,5120
602,Tynamo,5,0,EleFish Pokémon,Electric,,0.2,0.3,Levitate,,,275,35,55,40,45,40,60,190,70,1250000,50,5120
603,Eelektrik,5,0,EleFish Pokémon,Electric,,1.2,22,Levitate,,,405,65,85,70,75,70,40,60,70,1250000,50,5120
604,Eelektross,5,0,EleFish Pokémon,Electric,,2.1,80.5,Levitate,,,515,85,115,80,105,80,50,30,70,1250000,50,5120
605,Elgyem,5,0,Cerebral Pokémon,Psychic,,0.5,9,Telepathy,Synchronize,Analytic,335,55,55,55,85,55,30,255,70,1000000,50,5120
606,Beheeyem,5,0,Cerebral Pokémon,Psychic,,1,34.5,Telepathy,Synchronize,Analytic,485,75,75,75,125,95,40,90,70,1000000,50,5120
607,Litwick,5,0,Candle Pokémon,Ghost,Fire,0.3,3.1,Flash Fire,Flame Body,Infiltrator,275,50,30,55,65,55,20,190,70,1059860,50,5120
608,Lampent,5,0,Lamp Pokémon,Ghost,Fire,0.6,13,Flash Fire,Flame Body,Infiltrator,370,60,40,60,95,60,55,90,70,1059860,50,5120
609,Chandelure,5,0,Luring Pokémon,Ghost,Fire,1,34.3,Flash Fire,Flame Body,Infiltrator,520,60,55,90,145,90,80,45,70,1059860,50,5120
610,Axew,5,0,Tusk Pokémon,Dragon,,0.6,18,Rivalry,Mold Breaker,Unnerve,320,46,87,60,30,40,57,75,35,1250000,50,10240
611,Fraxure,5,0,Axe Jaw Pokémon,Dragon,,1,36,Rivalry,Mold Breaker,Unnerve,410,66,117,70,40,50,67,60,35,1250000,50,10240
612,Haxorus,5,0,Axe Jaw Pokémon,Dragon,,1.8,105.5,Rivalry,Mold Breaker,Unnerve,540,76,147,90,60,70,97,45,35,1250000,50,10240
613,Cubchoo,5,0,Chill Pokémon,Ice,,0.5,8.5,Snow Cloak,Slush Rush,Rattled,305,55,70,40,60,40,40,120,70,1000000,50,5120
614,Beartic,5,0,Freezing Pokémon,Ice,,2.6,260,Snow Cloak,Slush Rush,Swift Swim,505,95,130,80,70,80,50,60,70,1000000,50,5120
615,Cryogonal,5,0,Crystallizing Pokémon,Ice,,1.1,148,Levitate,,,515,80,50,50,95,135,105,25,70,1000000,Genderless,6400
616,Shelmet,5,0,Snail Pokémon,Bug,,0.4,7.7,Hydration,Shell Armor,Overcoat,305,50,40,85,40,65,25,200,70,1000000,50,3840
617,Accelgor,5,0,Shell Out Pokémon,Bug,,0.8,25.3,Hydration,Sticky Hold,Unburden,495,80,70,40,100,60,145,75,70,1000000,50,3840
618,Stunfisk,5,0,Trap Pokémon,Ground,Electric,0.7,11,Static,Limber,Sand Veil,471,109,66,84,81,99,32,75,70,1000000,50,5120
619,Mienfoo,5,0,Martial Arts Pokémon,Fighting,,0.9,20,Inner Focus,Regenerator,Reckless,350,45,85,50,55,50,65,180,70,1059860,50,6400
620,Mienshao,5,0,Martial Arts Pokémon,Fighting,,1.4,35.5,Inner Focus,Regenerator,Reckless,510,65,125,60,95,60,105,45,70,1059860,50,6400
621,Druddigon,5,0,Cave Pokémon,Dragon,,1.6,139,Rough Skin,Sheer Force,Mold Breaker,485,77,120,90,60,90,48,45,70,1000000,50,7680
622,Golett,5,0,Automaton Pokémon,Ground,Ghost,1,92,Iron Fist,Klutz,No Guard,303,59,74,50,35,50,35,190,70,1000000,Genderless,6400
623,Golurk,5,0,Automaton Pokémon,Ground,Ghost,2.8,330,Iron Fist,Klutz,No Guard,483,89,124,80,55,80,55,90,70,1000000,Genderless,6400
624,Pawniard,5,0,Sharp Blade Pokémon,Dark,Steel,0.5,10.2,Defiant,Inner Focus,Pressure,340,45,85,70,40,40,60,120,35,1000000,50,5120
625,Bisharp,5,0,Sword Blade Pokémon,Dark,Steel,1.6,70,Defiant,Inner Focus,Pressure,490,65,125,100,60,70,70,45,35,1000000,50,5120
626,Bouffalant,5,0,Bash Buffalo Pokémon,Normal,,1.6,94.6,Reckless,Sap Sipper,Soundproof,490,95,110,95,40,95,55,45,70,1000000,50,5120
627,Rufflet,5,0,Eaglet Pokémon,Normal,Flying,0.5,10.5,Keen Eye,Sheer Force,Hustle,350,70,83,50,37,50,60,190,70,1250000,100,5120
628,Braviary,5,0,Valiant Pokémon,Normal,Flying,1.5,41,Keen Eye,Sheer Force,Defiant,510,100,123,75,57,75,80,60,70,1250000,100,5120
629,Vullaby,5,0,Diapered Pokémon,Dark,Flying,0.5,9,Big Pecks,Overcoat,Weak Armor,370,70,55,75,45,65,60,190,35,1250000,0,5120
630,Mandibuzz,5,0,Bone Vulture Pokémon,Dark,Flying,1.2,39.5,Big Pecks,Overcoat,Weak Armor,510,110,65,105,55,95,80,60,35,1250000,0,5120
631,Heatmor,5,0,Anteater Pokémon,Fire,,1.4,58,Gluttony,Flash Fire,White Smoke,484,85,97,66,105,66,65,90,70,1000000,50,5120
632,Durant,5,0,Iron Ant Pokémon,Bug,Steel,0.3,33,Swarm,Hustle,Truant,484,58,109,112,48,48,109,90,70,1000000,50,5120
633,Deino,5,0,Irate Pokémon,Dark,Dragon,0.8,17.3,Hustle,,,300,52,65,50,45,50,38,45,35,1250000,50,10240
634,Zweilous,5,0,Hostile Pokémon,Dark,Dragon,1.4,50,Hustle,,,420,72,85,70,65,70,58,45,35,1250000,50,10240
635,Hydreigon,5,0,Brutal Pokémon,Dark,Dragon,1.8,160,Levitate,,,600,92,105,90,125,90,98,45,35,1250000,50,10240
636,Larvesta,5,0,Torch Pokémon,Bug,Fire,1.1,28.8,Flame Body,,Swarm,360,55,85,55,50,55,60,45,70,1250000,50,10240
637,Volcarona,5,0,Sun Pokémon,Bug,Fire,1.6,46,Flame Body,,Swarm,550,85,60,65,135,105,100,15,70,1250000,50,10240
638,Cobalion,5,1,Iron Will Pokémon,Steel,Fighting,2.1,250,Justified,,,580,91,90,129,90,72,108,3,35,1250000,Genderless,20480
639,Terrakion,5,1,Cavern Pokémon,Rock,Fighting,1.9,260,Justified,,,580,91,129,90,72,90,108,3,35,1250000,Genderless,20480
640,Virizion,5,1,Grassland Pokémon,Grass,Fighting,2,200,Justified,,,580,91,90,72,90,129,108,3,35,1250000,Genderless,20480
641,Tornadus Incarnate Forme,5,1,Cyclone Pokémon,Flying,,1.5,63,Prankster,,Defiant,580,79,115,70,125,80,111,3,90,1250000,100,30720
641,Tornadus Therian Forme,5,1,Cyclone Pokémon,Flying,,1.4,63,Regenerator,,,580,79,100,80,110,90,121,3,90,1250000,100,30720
642,Thundurus Incarnate Forme,5,1,Bolt Strike Pokémon,Electric,Flying,1.5,61,Prankster,,Defiant,580,79,115,70,125,80,111,3,90,1250000,100,30720
642,Thundurus Therian Forme,5,1,Bolt Strike Pokémon,Electric,Flying,3,61,Volt Absorb,,,580,79,105,70,145,80,101,3,90,1250000,100,30720
643,Reshiram,5,1,Vast White Pokémon,Dragon,Fire,3.2,330,Turboblaze,,,680,100,120,100,150,120,90,3,0,1250000,Genderless,30720
644,Zekrom,5,1,Deep Black Pokémon,Dragon,Electric,2.9,345,Teravolt,,,680,100,150,120,120,100,90,3,0,1250000,Genderless,30720
645,Landorus Incarnate Forme,5,1,Abundance Pokémon,Ground,Flying,1.5,68,Sand Force,,Sheer Force,600,89,125,90,115,80,101,3,90,1250000,100,30720
645,Landorus Therian Forme,5,1,Abundance Pokémon,Ground,Flying,1.3,68,Intimidate,,,600,89,145,90,105,80,91,3,90,1250000,100,30720
646,Kyurem,5,1,Boundary Pokémon,Dragon,Ice,3,325,Pressure,,,660,125,130,90,130,90,95,3,0,1250000,Genderless,30720
646,Black Kyurem,5,1,Boundary Pokémon,Dragon,Ice,3.3,325,Teravolt,,,700,125,170,100,120,90,95,3,0,1250000,Genderless,30720
646,White Kyurem,5,1,Boundary Pokémon,Dragon,Ice,3.6,325,Turboblaze,,,700,125,120,90,170,100,95,3,0,1250000,Genderless,30720
647,Keldeo Ordinary Forme,5,1,Colt Pokémon,Water,Fighting,1.4,48.5,Justified,,,580,91,72,90,129,90,108,3,35,1250000,Genderless,20480
647,Keldeo Resolute Forme,5,1,Colt Pokémon,Water,Fighting,1.4,48.5,Justified,,,580,91,72,90,129,90,108,3,35,1250000,Genderless,20480
648,Meloetta Aria Forme,5,1,Melody Pokémon,Normal,Psychic,0.6,6.5,Serene Grace,,,600,100,77,77,128,128,90,3,100,1250000,Genderless,30720
648,Meloetta Pirouette Forme,5,1,Melody Pokémon,Normal,Fighting,0.6,6.5,Serene Grace,,,600,100,128,90,77,77,128,3,100,1250000,Genderless,30720
649,Genesect,5,1,Paleozoic Pokémon,Bug,Steel,1.5,82.5,Download,,,600,71,120,95,120,95,99,3,0,1250000,Genderless,30720
650,Chespin,6,0,Spiny Nut Pokémon,Grass,,0.4,9,Overgrow,,Bulletproof,313,56,61,65,48,45,38,45,70,1059860,88.1,5120
651,Quilladin,6,0,Spiny Armor Pokémon,Grass,,0.7,29,Overgrow,,Bulletproof,405,61,78,95,56,58,57,45,70,1059860,88.1,5120
652,Chesnaught,6,0,Spiny Armor Pokémon,Grass,Fighting,1.6,90,Overgrow,,Bulletproof,530,88,107,122,74,75,64,45,70,1059860,88.1,5120
653,Fennekin,6,0,Fox Pokémon,Fire,,0.4,9.4,Blaze,,Magician,307,40,45,40,62,60,60,45,70,1059860,88.1,5120
654,Braixen,6,0,Fox Pokémon,Fire,,1,14.5,Blaze,,Magician,409,59,59,58,90,70,73,45,70,1059860,88.1,5120
655,Delphox,6,0,Fox Pokémon,Fire,Psychic,1.5,39,Blaze,,Magician,534,75,69,72,114,100,104,45,70,1059860,88.1,5120
656,Froakie,6,0,Bubble Frog Pokémon,Water,,0.3,7,Torrent,,Protean,314,41,56,40,62,44,71,45,70,1059860,88.1,5120
657,Frogadier,6,0,Bubble Frog Pokémon,Water,,0.6,10.9,Torrent,,Protean,405,54,63,52,83,56,97,45,70,1059860,88.1,5120
658,Greninja,6,0,Ninja Pokémon,Water,Dark,1.5,40,Torrent,,Protean,530,72,95,67,103,71,122,45,70,1059860,88.1,5120
